scenario_id,period,seed,dgp_seed,holdout_valid_pAUC,method,observed_valid_pAUC,oracle_valid_pAUC,positives,rows,test_pAUC,valid_pAUC,weighted_valid_pAUC,selected_endpoint,selector_delta,current_oracle_validation_delta,current_oracle_endpoint,matches_current_oracle,selector_history_months,selector_history_count
high_trigger_low_holdout,late,1,0,0.598994772818657,R0_benchmark,0.5925181075060356,0.599162631224743,25350,785850,0.5991883006249247,0.599162631224743,0.6083190021304496,,,,,,,
high_trigger_low_holdout,late,1,0,0.5559388821873743,R1_holdout_only,0.5348193947387087,0.5425560868328431,522,16182,0.5459000044596413,0.5559388821873743,0.5518077175439418,,,,,,,
high_trigger_low_holdout,late,1,0,0.5986731001206272,R2_unflagged_only,0.5881627486659585,0.5960197290900785,20473,634663,0.598298984513435,0.5986731001206272,0.6053593758165678,,,,,,,
high_trigger_low_holdout,late,1,0,0.5976276638520306,R3_drop_unweighted,0.5892258108191586,0.5955407040045388,20580,637980,0.5994923934649454,0.5976276638520306,0.6019738513171711,,,,,,,
high_trigger_low_holdout,late,1,0,0.5960916767189385,R4_ipw_pure,0.5845356334405399,0.5758181538117478,20580,637980,0.5817927021402204,0.5960916767189385,0.5995623478606135,,,,,,,
high_trigger_low_holdout,late,1,0,0.5393968636911942,R6_no_retrain,0.5192669261435073,0.5235596121385081,25190,780890,0.5156543987831375,0.5393968636911942,0.5364427390089563,,,,,,,
high_trigger_low_holdout,late,1,0,0.597643747486932,R7_incremental,0.5646723729769724,0.5711238967145829,20580,637980,0.569391011696149,0.597643747486932,0.5828070886241333,,,,,,,
high_trigger_low_holdout,late,1,0,0.5976276638520306,R5_asymmetric,0.5892258108191586,0.5955407040045388,20580,637980,0.5994923934649454,0.5976276638520306,0.6019738513171711,R3_drop_unweighted,-0.016410049665820308,-0.01972255019279101,R3_drop_unweighted,True,"7,8,9,10,11,12",6.0
high_trigger_low_holdout,late,2,0,0.6633089312608194,R0_benchmark,0.6109996027131276,0.6156782943845353,25015,775465,0.6076250500826291,0.6156782943845353,0.6247729453598438,,,,,,,
high_trigger_low_holdout,late,2,0,0.5815611360132145,R1_holdout_only,0.5591256276684518,0.5636632696280447,476,14756,0.5558657431134515,0.5815611360132145,0.5683084094313375,,,,,,,
high_trigger_low_holdout,late,2,0,0.6439372824972448,R2_unflagged_only,0.610856203807966,0.615081630039482,20176,625456,0.6042324625648888,0.6439372824972448,0.6139997690018495,,,,,,,
high_trigger_low_holdout,late,2,0,0.6459061538736904,R3_drop_unweighted,0.6106543859439787,0.6149605210507603,20266,628246,0.6045463664462839,0.6459061538736904,0.6089484267546863,,,,,,,
high_trigger_low_holdout,late,2,0,0.6332222753504975,R4_ipw_pure,0.6040902402667685,0.5999056695208127,20266,628246,0.5877126454927706,0.6332222753504975,0.609566526594188,,,,,,,
high_trigger_low_holdout,late,2,0,0.5608585813386792,R6_no_retrain,0.5324112738281209,0.5357502206872842,25672,795832,0.5195188575338197,0.5608585813386792,0.5287866365401958,,,,,,,
high_trigger_low_holdout,late,2,0,0.6361014301165726,R7_incremental,0.6010320271574363,0.6045130620420806,20266,628246,0.5954389482107068,0.6361014301165726,0.6053984888372154,,,,,,,
high_trigger_low_holdout,late,2,0,0.6459061538736904,R5_asymmetric,0.6106543859439787,0.6149605210507603,20266,628246,0.6045463664462839,0.6459061538736904,0.6089484267546863,R3_drop_unweighted,-0.01760429421503812,-0.015054851529947566,R3_drop_unweighted,True,"7,8,9,10,11,12",6.0
high_trigger_low_holdout,late,3,0,0.4946005566912674,R0_benchmark,0.5785560512115603,0.5854839717365237,25408,787648,0.5912590314687413,0.5854839717365237,0.5782248788830916,,,,,,,
high_trigger_low_holdout,late,3,0,0.49287822089786676,R1_holdout_only,0.5230231974020497,0.5310286053402367,473,14663,0.5422565542902817,0.49287822089786676,0.5130711275092511,,,,,,,
high_trigger_low_holdout,late,3,0,0.4854402711848746,R2_unflagged_only,0.5792414727699269,0.5843004817543851,20493,635283,0.5922401761706413,0.4854402711848746,0.577492470334238,,,,,,,
high_trigger_low_holdout,late,3,0,0.49020881697330887,R3_drop_unweighted,0.5763208502957547,0.5830777908611762,20570,637670,0.5915301392208296,0.49020881697330887,0.5750297596701119,,,,,,,
high_trigger_low_holdout,late,3,0,0.45526979892126634,R4_ipw_pure,0.576925279155985,0.5669289569661823,20570,637670,0.5764170674788719,0.45526979892126634,0.5518084632384749,,,,,,,
high_trigger_low_holdout,late,3,0,0.43589099476802606,R6_no_retrain,0.5050474355823301,0.5113478306171089,25007,775217,0.5145271737949468,0.43589099476802606,0.4984257784462118,,,,,,,
high_trigger_low_holdout,late,3,0,0.4550272570827991,R7_incremental,0.5354247085544954,0.5422231862495137,20570,637670,0.5466461246790588,0.4550272570827991,0.532312056092705,,,,,,,
high_trigger_low_holdout,late,3,0,0.49020881697330887,R5_asymmetric,0.5763208502957547,0.5830777908611762,20570,637670,0.5915301392208296,0.49020881697330887,0.5750297596701119,R3_drop_unweighted,-0.018639020425439728,-0.016148833894993886,R3_drop_unweighted,True,"7,8,9,10,11,12",6.0
high_trigger_low_holdout,late,4,0,0.641496620009484,R0_benchmark,0.5939852330237821,0.5986283553296718,25343,785633,0.5924259179666627,0.5986283553296718,0.5767956785978762,,,,,,,
high_trigger_low_holdout,late,4,0,0.5382449778830892,R1_holdout_only,0.5424287499746913,0.5448265712125766,487,15097,0.5333082813520196,0.5382449778830892,0.5215769829062469,,,,,,,
high_trigger_low_holdout,late,4,0,0.6454757192670679,R2_unflagged_only,0.5927417727856408,0.5970929347578582,20361,631191,0.5904592727886226,0.6454757192670679,0.577775045871668,,,,,,,
high_trigger_low_holdout,late,4,0,0.6333693845709678,R3_drop_unweighted,0.5914557922972727,0.595078850543305,20453,634043,0.5905008782564828,0.6333693845709678,0.583583987062925,,,,,,,
high_trigger_low_holdout,late,4,0,0.63361022478919,R4_ipw_pure,0.5899212060449867,0.5847304700749606,20453,634043,0.578848915339565,0.63361022478919,0.5789665156303037,,,,,,,
high_trigger_low_holdout,late,4,0,0.5413399990725407,R6_no_retrain,0.5187157485779095,0.5232046925522129,25153,779743,0.5148664585476104,0.5413399990725407,0.49416320839434397,,,,,,,
high_trigger_low_holdout,late,4,0,0.6123175560551867,R7_incremental,0.5741728580059012,0.5795777329653615,20453,634043,0.5711164474111127,0.6123175560551867,0.5600380888798592,,,,,,,
high_trigger_low_holdout,late,4,0,0.6333693845709678,R5_asymmetric,0.5914557922972727,0.595078850543305,20453,634043,0.5905008782564828,0.6333693845709678,0.583583987062925,R3_drop_unweighted,-0.018036364170494663,-0.01034838046834441,R3_drop_unweighted,True,"7,8,9,10,11,12",6.0
low_base_high_holdout,early,0,0,0.8019504395633268,R0_benchmark,0.6337377167923621,0.8257055541087494,2474,76694,0.7960064203441366,0.8257055541087494,0.8149634714624524,,,,,,,
low_base_high_holdout,early,0,0,0.7870297304167077,R1_holdout_only,0.6031141123259556,0.803961114728686,494,15314,0.7853960043625202,0.7870297304167077,0.7968922437937239,,,,,,,
low_base_high_holdout,early,0,0,0.7996698883696021,R2_unflagged_only,0.6320396819745224,0.8243448122017613,2187,67797,0.7943613889687379,0.7996698883696021,0.8114873908017209,,,,,,,
low_base_high_holdout,early,0,0,0.8155687989894131,R3_drop_unweighted,0.6312257017150291,0.824431407971121,2245,69595,0.7973472060003303,0.8155687989894131,0.8146974924618924,,,,,,,
low_base_high_holdout,early,0,0,0.8021652099184641,R4_ipw_pure,0.623227620457676,0.820292831779231,2245,69595,0.7895780538050858,0.8021652099184641,0.8112701562444136,,,,,,,
low_base_high_holdout,early,0,0,0.8035313265073264,R6_no_retrain,0.6254189713494852,0.8238557682170409,2435,75485,0.7959079403554832,0.8035313265073264,0.8129544912820147,,,,,,,
low_base_high_holdout,early,0,0,0.747758786469261,R7_incremental,0.5594962688930838,0.777371150273122,178,5518,0.7415647092388334,0.747758786469261,0.7671317649302203,,,,,,,
low_base_high_holdout,early,0,0,0.8155687989894131,R5_asymmetric,0.6312257017150291,0.824431407971121,2245,69595,0.7973472060003303,0.8155687989894131,0.8146974924618924,R3_drop_unweighted,-0.0034273362174788158,-0.004138576191890064,R3_drop_unweighted,True,1,1.0
low_base_high_holdout,early,1,0,0.7989740481672515,R0_benchmark,0.6065123726534206,0.8101052078789145,2784,86304,0.8107568847472543,0.8101052078789145,0.8241991673856364,,,,,,,
low_base_high_holdout,early,1,0,0.7624302936958949,R1_holdout_only,0.5786991511248187,0.7907822420278207,572,17732,0.7891761473222914,0.7624302936958949,0.8029009435150049,,,,,,,
low_base_high_holdout,early,1,0,0.7921535303802332,R2_unflagged_only,0.6128924287957954,0.8128410403734693,2467,76477,0.819779009452632,0.7921535303802332,0.8271446568804627,,,,,,,
low_base_high_holdout,early,1,0,0.7802251220738973,R3_drop_unweighted,0.5862379475250251,0.8052329447594282,2522,78182,0.8094705823746786,0.7802251220738973,0.8232927832388967,,,,,,,
low_base_high_holdout,early,1,0,0.7816759504269072,R4_ipw_pure,0.5904161289772698,0.8051784392701884,2522,78182,0.8130605002608684,0.7816759504269072,0.8199989190220897,,,,,,,
low_base_high_holdout,early,1,0,0.7845632363094476,R6_no_retrain,0.6139912435744651,0.8113082348311825,2766,85746,0.8122608127967477,0.7845632363094476,0.8271622623492803,,,,,,,
low_base_high_holdout,early,1,0,0.7662548071966585,R7_incremental,0.5901241691468883,0.7978844635233532,228,7068,0.7926235798887175,0.7662548071966585,0.8158935776290995,,,,,,,
low_base_high_holdout,early,1,0,0.7802251220738973,R5_asymmetric,0.5862379475250251,0.8052329447594282,2522,78182,0.8094705823746786,0.7802251220738973,0.8232927832388967,R3_drop_unweighted,-0.0032938642168069965,-5.450548923979781e-05,R3_drop_unweighted,True,1,1.0
low_base_high_holdout,early,2,0,0.8521697960625624,R0_benchmark,0.6542046226390056,0.8581809272853792,2555,79205,0.8305258328964302,0.8581809272853792,0.8659186098848123,,,,,,,
low_base_high_holdout,early,2,0,0.8408353659812059,R1_holdout_only,0.6346817692844439,0.8455315091287174,521,16151,0.8108994604140588,0.8408353659812059,0.8557935950858266,,,,,,,
low_base_high_holdout,early,2,0,0.8653403425676455,R2_unflagged_only,0.6621394545960055,0.8578991437826625,2281,70711,0.8254769352722638,0.8653403425676455,0.8709604053795084,,,,,,,
low_base_high_holdout,early,2,0,0.865390244465982,R3_drop_unweighted,0.6553676138099888,0.8577380165360737,2331,72261,0.8264345059063464,0.865390244465982,0.8740153042592443,,,,,,,
low_base_high_holdout,early,2,0,0.8701340693111392,R4_ipw_pure,0.6525765087934849,0.8573095630308595,2331,72261,0.8263170437413299,0.8701340693111392,0.8708950907061836,,,,,,,
low_base_high_holdout,early,2,0,0.8717869842450818,R6_no_retrain,0.677515413015234,0.8649192907753974,2573,79763,0.8263472088782083,0.8717869842450818,0.8816713888066693,,,,,,,
low_base_high_holdout,early,2,0,0.8509502756977344,R7_incremental,0.6445175555706478,0.8383757707103391,165,5115,0.7918601165465498,0.8509502756977344,0.8546803475857567,,,,,,,
low_base_high_holdout,early,2,0,0.865390244465982,R5_asymmetric,0.6553676138099888,0.8577380165360737,2331,72261,0.8264345059063464,0.865390244465982,0.8740153042592443,R3_drop_unweighted,-0.003120213553060691,-0.0004284535052142546,R3_drop_unweighted,True,1,1.0
low_base_high_holdout,early,3,0,0.8284898607770977,R0_benchmark,0.6106067996013648,0.8235517003074139,2541,78771,0.8134305563331212,0.8235517003074139,0.8272047101320917,,,,,,,
low_base_high_holdout,early,3,0,0.7830852081314611,R1_holdout_only,0.5480766063646498,0.8029576248316568,525,16275,0.8014908585755623,0.7830852081314611,0.7970663124813605,,,,,,,
low_base_high_holdout,early,3,0,0.8413476141823604,R2_unflagged_only,0.6157357437248742,0.8225792863854966,2279,70649,0.8098207982769109,0.8413476141823604,0.8334572745724108,,,,,,,
low_base_high_holdout,early,3,0,0.8374478165149591,R3_drop_unweighted,0.6216774771122597,0.8247240651513463,2339,72509,0.8069967523962032,0.8374478165149591,0.8341627895442334,,,,,,,
low_base_high_holdout,early,3,0,0.847120431826968,R4_ipw_pure,0.6231909394952873,0.8312517269074235,2339,72509,0.8103828653440017,0.847120431826968,0.8386294085023799,,,,,,,
low_base_high_holdout,early,3,0,0.843285275157272,R6_no_retrain,0.6187723810006419,0.8303999147253919,2624,81344,0.8114652802476254,0.843285275157272,0.8378058890177862,,,,,,,
low_base_high_holdout,early,3,0,0.8114059668033959,R7_incremental,0.5746590064524847,0.7903793303109369,181,5611,0.7638015816419719,0.8114059668033959,0.8060989073632369,,,,,,,
low_base_high_holdout,early,3,0,0.847120431826968,R5_asymmetric,0.6231909394952873,0.8312517269074235,2339,72509,0.8103828653440017,0.847120431826968,0.8386294085023799,R4_ipw_pure,0.004466618958146484,0.006527661756077219,R4_ipw_pure,True,1,1.0
low_base_high_holdout,early,4,0,0.8109724174668517,R0_benchmark,0.7180159969368441,0.8553084223631447,2509,77779,0.8569160249692439,0.8553084223631447,0.8390615684560266,,,,,,,
low_base_high_holdout,early,4,0,0.7980710085002007,R1_holdout_only,0.6783622786219254,0.8352873830379045,491,15221,0.8404143688816764,0.7980710085002007,0.8284453237257652,,,,,,,
low_base_high_holdout,early,4,0,0.8022608183332037,R2_unflagged_only,0.6976305571495637,0.8467812436449832,2232,69192,0.8535698378260915,0.8022608183332037,0.8372962370586867,,,,,,,
low_base_high_holdout,early,4,0,0.7952075901953871,R3_drop_unweighted,0.7009860909273422,0.8475938603687657,2281,70711,0.8618471772907458,0.7952075901953871,0.8395556778086635,,,,,,,
low_base_high_holdout,early,4,0,0.8061735970242428,R4_ipw_pure,0.7064639637586152,0.8488782750181119,2281,70711,0.8596328357476579,0.8061735970242428,0.8412155509507522,,,,,,,
low_base_high_holdout,early,4,0,0.7856389498153888,R6_no_retrain,0.6894913562550367,0.8432045484244325,2529,78399,0.8606212028277915,0.7856389498153888,0.8328831422853391,,,,,,,
low_base_high_holdout,early,4,0,0.6988167793870514,R7_incremental,0.5670816771647758,0.7516968515062978,211,6541,0.7727589332342601,0.6988167793870514,0.7382399706356715,,,,,,,
low_base_high_holdout,early,4,0,0.8061735970242428,R5_asymmetric,0.7064639637586152,0.8488782750181119,2281,70711,0.8596328357476579,0.8061735970242428,0.8412155509507522,R4_ipw_pure,0.001659873142088708,0.001284414649346144,R4_ipw_pure,True,1,1.0
low_base_high_holdout,late,0,0,0.8453745946750932,R0_benchmark,0.631856803035678,0.8228709438302154,2529,78399,0.8205050051763655,0.8228709438302154,0.8262406839364309,,,,,,,
low_base_high_holdout,late,0,0,0.8138695851146974,R1_holdout_only,0.5656686315376039,0.7915808504185141,478,14818,0.7897637879951336,0.8138695851146974,0.7975034463086406,,,,,,,
low_base_high_holdout,late,0,0,0.756909818129641,R2_unflagged_only,0.6264323180620313,0.7566141466357404,827,25637,0.7409587698560557,0.756909818129641,0.7378783308117692,,,,,,,
low_base_high_holdout,late,0,0,0.8478619824532226,R3_drop_unweighted,0.6534717559041151,0.8192570291165677,1153,35743,0.8093427439910853,0.8478619824532226,0.8265931898786522,,,,,,,
low_base_high_holdout,late,0,0,0.8564412011205067,R4_ipw_pure,0.6386170782231907,0.8173236995546642,1153,35743,0.811246693200505,0.8564412011205067,0.8267906568225626,,,,,,,
low_base_high_holdout,late,0,0,0.8045684451502868,R6_no_retrain,0.5766366181836611,0.7952371009643884,2457,76167,0.7921277390995507,0.8045684451502868,0.8046215678639351,,,,,,,
low_base_high_holdout,late,0,0,0.7589587267009514,R7_incremental,0.5190603303010338,0.7454227939037966,1153,35743,0.7426349124784415,0.7589587267009514,0.7577832706661803,,,,,,,
low_base_high_holdout,late,0,0,0.8564412011205067,R5_asymmetric,0.6386170782231907,0.8173236995546642,1153,35743,0.811246693200505,0.8564412011205067,0.8267906568225626,R4_ipw_pure,0.002953360040036194,-0.0019333295619035074,R3_drop_unweighted,False,"7,8,9,10,11,12",6.0
low_base_high_holdout,late,1,0,0.8412670495682375,R0_benchmark,0.6212406255203162,0.8317170912409009,2480,76880,0.8368665478653678,0.8317170912409009,0.8415583999781168,,,,,,,
low_base_high_holdout,late,1,0,0.7920770789155298,R1_holdout_only,0.562872610665671,0.8062142074046836,463,14353,0.8095107219110603,0.7920770789155298,0.811636034335142,,,,,,,
low_base_high_holdout,late,1,0,0.7736273909703936,R2_unflagged_only,0.6390734749750058,0.7648925569560491,808,25048,0.7481172368967481,0.7736273909703936,0.7838825426218994,,,,,,,
low_base_high_holdout,late,1,0,0.8243517013768518,R3_drop_unweighted,0.6312870268414519,0.8203477570541062,1121,34751,0.8240921385399332,0.8243517013768518,0.8314428655451628,,,,,,,
low_base_high_holdout,late,1,0,0.8450242860056159,R4_ipw_pure,0.6209273629321991,0.8212950762553936,1121,34751,0.8347962778619801,0.8450242860056159,0.8361251715854495,,,,,,,
low_base_high_holdout,late,1,0,0.7732748658531718,R6_no_retrain,0.5273686596660756,0.7953881602691127,2682,83142,0.8108147510404715,0.7732748658531718,0.8001527610152701,,,,,,,
low_base_high_holdout,late,1,0,0.7739507830543165,R7_incremental,0.5283186806618776,0.7751669186192995,1121,34751,0.7880351804460064,0.7739507830543165,0.7824208197160983,,,,,,,
low_base_high_holdout,late,1,0,0.8243517013768518,R5_asymmetric,0.6312870268414519,0.8203477570541062,1121,34751,0.8240921385399332,0.8243517013768518,0.8314428655451628,R3_drop_unweighted,-0.00038136389225995604,0.0009473192012873222,R4_ipw_pure,False,"7,8,9,10,11,12",6.0
low_base_high_holdout,late,2,0,0.7844763616277792,R0_benchmark,0.586454558039196,0.7980793173959788,2368,73408,0.8421829305847304,0.7980793173959788,0.7853714140898121,,,,,,,
low_base_high_holdout,late,2,0,0.7512002817054501,R1_holdout_only,0.5538063766885134,0.776691336459868,494,15314,0.8193083388135587,0.7512002817054501,0.7633321921875316,,,,,,,
low_base_high_holdout,late,2,0,0.7316034462849944,R2_unflagged_only,0.596317361160752,0.7006624876954127,762,23622,0.7369338669298134,0.7316034462849944,0.7099319638967849,,,,,,,
